text,health rating,,,,,,,,,,,,,,,
Did that guy just cough? CV19 pic.twitter.com/zZX8PkcLPj,,,,,,,,,,,,,,,,
"I know! I wasn't expecting anything. Yesterday a giant bag of jolly ranchers arrived. I love them, I use them in place of cough drops. Today a box addressed to Raven. Treats and a toy. She knows I can't go shopping. And that I won't ask dad for candy. Raven is just spoiled",,,,,,,,,,,,,,,,
Never sneeze into the air at all or cough cover them well and dont talk loudly. Plain Talking spreads the germs even...people need to know. Masks are needed unless distant or no talking etc!,,,,,,,,,,,,,,,,
... rip for u solo player but I play games that are cough team based haha,,,,,,,,,,,,,,,,
"Focusing on practical action like appropriate masks, use of sanitisers in public places, increased washing of hands & conscious physical distancing in public. Keeping vulnerable persons at bay sneeze cough etiquette will make it a collective responsibility",,,,,,,,,,,,,,,,
If a homosexual doesn't act on his desires than his addiction to porn is worse. Also I wasn't reading thread only pedo part. *cough* Epstein *cough* Biden's ice cream *cough* pizza *cough*,,,,,,,,,,,,,,,,
Cough cough,,,,,,,,,,,,,,,,
1. Have you traveled out of the country? 2. Have you been in close contact with anyone who has traveled outside the country? 3. Are you or have you run a fever? 4. Do you have a cough or pain when breathing? If not. No test warranted.,,,,,,,,,,,,,,,,
Cough on Moscow Mitch. Time Turkey Neck Retires,,,,,,,,,,,,,,,,
*coughs once on the phone with my mom* my mom: omg you have a COUGH you NEED TO GO TO THE DOCTOR ASAP chill i just needed to clear my throat,,,,,,,,,,,,,,,,
Someone should cough in his face,,,,,,,,,,,,,,,,
Anyone that sneezes and coughs next week inside danfo is in for it,,,,,,,,,,,,,,,,
"I wasn’t gonna goooo, I’m honestly scared someone will sneeze or cough and all their rona will get me lmao",,,,,,,,,,,,,,,,
My bro una no get choice o. Small catarrh&cough cannot comman shut down our world like this,,,,,,,,,,,,,,,,
Let's cough on them :) #Remove45,,,,,,,,,,,,,,,,
I know this hoe didn’t just cough with no mask on.... #COVID19pic.twitter.com/HpFkTk3WHn,,,,,,,,,,,,,,,,
"36% of Residents at a Boston Homeless Shelter Test Positive for COVID-19 Of them, 88% were asymptomatic. Only 7.5% had a cough and less than 1% had a fever. The vast majority of individuals had no symptoms and no fever at the time of diagnosis. https://www.latestresearchnews.com/2020/04/28/homeless-shelter-positive-coronavirus/ …",,,,,,,,,,,,,,,,
*cough * Cute,,,,,,,,,,,,,,,,
"A little bit. But if (s)he's a real one, they'll take it like a champ and cough on you back.",,,,,,,,,,,,,,,,
"She coughs again like before, looking at him. It's crazy, even the 'clumsy one' looks insanely good! She pushes her hair back and looks at Jeongguk with half lided eyes. ""I'm not that good in this."" She says, sounding a bit whiny. Jeongguk moves in the water.",,,,,,,,,,,,,,,,
"You cough,you die好き https://twitter.com/nynuts/status/1254029097489047552 …",,,,,,,,,,,,,,,,
Finally getting around to the 3.0 update in #SuperMarioMaker2..not sure if I should look forward to some of these levels or not *cough* but going live now https://youtu.be/_hK_LJfDzVg #smm2 #MarioMaker2,,,,,,,,,,,,,,,,
"He coughs a few time before speaking ""I had this secret for a long time but I cant contain it any longer!"" He sighs heavily ""I want Esdeath to whip me and pushing me and use me till she is satisfied~"" @FrxzenSadism",,,,,,,,,,,,,,,,
*cough* @mozaikrol *cough* https://twitter.com/pictoline/status/1255191557659152391 …,,,,,,,,,,,,,,,,
"@PCPink1995 There appears to be quite a number of criminals, who think it's OK to shout they have Covid19 and Spit or Cough at the police. Why don't you use your Tazers from a distance to immobilise them ?.",,,,,,,,,,,,,,,,
Apparently I possess a gene that makes you cough when you drink. My kids inherited it.,,,,,,,,,,,,,,,,
"It's really nice to meet you too, Chris! But ( coughs ) kiddos? I hope we are talking about you Stray Kids boys haha but maybe you also have some pets. Do you have some anyway?",,,,,,,,,,,,,,,,
"my dad’s employee had all the symptoms except the dry cough i believe, he tested negative and was told he could go back to work since he didn’t test positive",,,,,,,,,,,,,,,,
Same,,,,,,,,,,,,,,,,
"Ah great, congratulations! Currently only looking for cough samples, if you happen to know of anyone (positive or negative for #covid19 as long as they have a cough. Be well!",,,,,,,,,,,,,,,,
"Same as me in the supermarket today.Think I'll put a bell around my neck & ring it before i cough shouting "" unclean unclean"".",,,,,,,,,,,,,,,,
Drag them out of their houses and force them to work and fine them for every cough? Bring ventilators to work?,,,,,,,,,,,,,,,,
Sometimes I think about when I dressed up as Lucoa at portcon and how many men decided they wanted to take pics of/with me (*cough*my tiddies*cough*) that year. I hope that got them through a lot of lonely nights.,,,,,,,,,,,,,,,,
Somebody PLEASE cough on me because I don't wanna live anymore https://twitter.com/ThePopHub/status/1255257259099205632 …,,,,,,,,,,,,,,,,
"As soon as get comfortable and get my #unemployment going these people call me talking about can I come to work next week. On TV they said everyone at the plant had to take a #COVID19 ""test"" to come back, but it was a survey... Do you have a temperature? Do you have a cough? etc.",,,,,,,,,,,,,,,,
*cough* ANIMAL CROSSING *cough* ANIME *cough* VIRGIN,,,,,,,,,,,,,,,,
Why elbow bumps when people cough into their elbows? Mike Pence is literally a mother fucker as that is what he calls his wife are we surprised he wouldn't wear a mask? #motherfuckingasshole,,,,,,,,,,,,,,,,
So perfect his last name is Flake,,,,,,,,,,,,,,,,
I have a cough pic.twitter.com/FIpGJOkaeN,,,,,,,,,,,,,,,,
Can someone just cough on trump,,,,,,,,,,,,,,,,
Some said it’s only where you cough when people are few,,,,,,,,,,,,,,,,
Can I cough on someone please it’s URGENT. While the corona is ripe uno,,,,,,,,,,,,,,,,
5 days with a cough and sure throat mate. pic.twitter.com/wcIWS318WM,,,,,,,,,,,,,,,,
"I may make masks part of life going forward. I never noticed how many people get close and cough all over everything, wipe their noses and touch stuff. Also, I know know 14% of flu carriers are asymptomatic so I dont want to spread things either.",,,,,,,,,,,,,,,,
"#opencalifornianow this is such a dumb hashtag. my mom almost DIED from covid. Keep protesting, lmk the addy so I can tell my mom to go cough on y’all. Quit actin like ur healthcare is free",,,,,,,,,,,,,,,,
"After she smiled she walked away. When I went to go check out there was a decent sized line and the employees weren’t cleaning the pin pads after each customer. There was this guy hacking and used his palms to cover his cough, touched the pin pad and they did not disinfect it..",,,,,,,,,,,,,,,,
I gotta cough so bad in this lyft ride but I can’t chance this man putting me out,,,,,,,,,,,,,,,,
He is an idiot. Please sneeze and cough in his face. https://twitter.com/PeteButtigieg/status/1255235218262429696 …,,,,,,,,,,,,,,,,
lets make a update on this issue. im not a racist and ive never been a racist. what i said is what i said. you dont have to comment or have your opinions on it or block me *cough cough* you know who u are,,,,,,,,,,,,,,,,
"20 days out, no fever in over a week, but persistent cough and poor energy levels, they decide to get me tested. NEGATIVE. My work release was an excuse from work note, no return to work date, list of prerequisites to go back. SMH Maybe Monday?? pic.twitter.com/ddeNpBG6i4",,,,,,,,,,,,,,,,
"Congress is filled with the most inessential ""essential workers"" I've ever seen. I hope someone coughs on Pelosi's overpriced ice cream. https://www.cnn.com/2020/04/28/politics/house-cancels-return-plans-covid-19/index.html …",,,,,,,,,,,,,,,,
pic.twitter.com/l2qBisfnNb,,,,,,,,,,,,,,,,
She needs to explain her cough...hun is that a choke on saliva cough?,,,,,,,,,,,,,,,,
"You’re not. There isn’t any conclusive evidence that a single child has required hospitalization worldwide. And since we don’t care much about coughs or headaches but rather severe cases, I think it’s safe to say that we have absolutely nothing to worry about in regards to kids.",,,,,,,,,,,,,,,,
Does Hillary still have the pesky little dry cough she had for months and months? Someone needs to tell her all the good dealers know better than to use the product their peddling- #ChinaVirus #StillWithHer,,,,,,,,,,,,,,,,
I’m thinking about building a second PC,,,,,,,,,,,,,,,,
*cough cough*,,,,,,,,,,,,,,,,
*cough* Pep Guardiola *cough* https://twitter.com/FutbolBible/status/1255074277969330177 …,,,,,,,,,,,,,,,,
Cough... White Day... Cough...,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Offered to Pay Someone to Cough on Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit typical unhinged leftist. She's a small fish but does this meet the definition of sedition? Should DoJ just let it slide?,,,,,,,,,,,,,,,,
Come on in and cough on everyone gym,,,,,,,,,,,,,,,,
"The people calling ask if they still have cough, fever or SOB. If they say no we consider them recovered. The challenge is some people may have lingering cough or SOB for weeks or months. And some of the elderly may never fully recover to baseline.",,,,,,,,,,,,,,,,
"I agree in part here as a fellow MD. Decisions should be science based (I did disagree with use of HCQ outside of clinical trials). But some info to suggest cloth mask decreases spread to others (though does not protest the wearer), like “covering your cough",,,,,,,,,,,,,,,,
The right found a way during her mild cough. Insanity.,,,,,,,,,,,,,,,,
I should be the comedian still. Cough muddu Singh cough,,,,,,,,,,,,,,,,
via @speakingtree Is Your Cough Infectious%3F http://itim.es/M8cXVZ,,,,,,,,,,,,,,,,
Please use caution if you click through. Video of police beating a teenage girl. I'm shaking.https://twitter.com/LittleMissFlint/status/1255267360291815425 …,,,,,,,,,,,,,,,,
*cough cough* I thought in capitalism if a company fails they were caught lacking *cough cough*,,,,,,,,,,,,,,,,
If a stranger piss you off just cough,,,,,,,,,,,,,,,,
She was a woman with her child. Imma cough on both of them,,,,,,,,,,,,,,,,
April 29 2020 - 4am: Had a mild sore throat and cough. My throat went dry and itchy. - 7am: Barely had any sleep. Would wake up every now and then. Anxiety took over. - 7:25am: Have to venture out again. Need to run errands for 2 families.,,,,,,,,,,,,,,,,
250 lang yan *cough,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
"""This visualization from Purdue University shows how tiny invisible droplets from a single cough can flow through the cabin of a Boeing 767 passenger jet."" Yesterday someone told me, no worries, the air system, HEPA, suck it right up. I guess not. https://twitter.com/dansinker/status/1255220187948814343 …",,,,,,,,,,,,,,,,
"I had a strange illness in late January (fever, dry cough, extreme fatigue) and then one of my dogs developed a bad cough, which the vet thought was kennel cough, even though my pup was up to date on his vaccinations. Hmmmm.",,,,,,,,,,,,,,,,
He said he has always test negative. Doesn’t he know he is only one cough from someone standing beside him from infection and possible death. If he hasn’t tested positive and lived through it he has no more immunity than I have. Not a good example nor very smart on his part.,,,,,,,,,,,,,,,,
*Cough Cough* Guilty Gear,,,,,,,,,,,,,,,,
HE GONNA PULL UP AND COUGH ON IS,,,,,,,,,,,,,,,,
cough cough https://twitter.com/cmga_11/status/1255216853225541643 …,,,,,,,,,,,,,,,,
cOugh- imma just bother u with this pic.twitter.com/PUxmBpCGyJ,,,,,,,,,,,,,,,,
Thank you for the visual of the scientific study. I feel safe and free to go to the beach in Jacksonville. I'm sure along with the salt it will clear up this nasty cough and the breathing problem I've been having.,,,,,,,,,,,,,,,,
"Anyone with COVID-19-like illness or symptoms such as a cough, shortness of breath and fever can get tested without a doctor's order, according to @IDPH. Find a list of testing sites at http://www.dph.illinois.gov/testing . Find #OakPark info related to COVID-19 at http://www.oak-park.us/COVID19 .pic.twitter.com/jE6m9s15Tb",,,,,,,,,,,,,,,,
cough on him,,,,,,,,,,,,,,,,
i think we all know who it is *coughs* ateez *coughs* pic.twitter.com/eqwiMzTUhe,,,,,,,,,,,,,,,,
"Gen: Lock was meh. It wasn't awful but it wasn't amazing either. Cast was diverse but didn't feel like a checkbox(cough*RWBY*cough). I think the only reason it flopped as hard as it did was because they kept it Premium only. It was a big gamble, and they crippled it.",,,,,,,,,,,,,,,,
They sure seem to happen less frequently than under communism. *cough* holodomor *cough*,,,,,,,,,,,,,,,,
"#COVID19 cases in Maldives, as of 28th April 2020. If you feel unwell with #COVID19 symptoms (fever, cough, breathing difficultly or sore throat) and need medical attention, call 1676 immediately to seek the assistance of #HPApic.twitter.com/vB5FXawW9l",,,,,,,,,,,,,,,,
Teacher Who Said She’d Bribe Infected People to Cough on Trump Has Resigned :: Dan Bongino https://goo.gl/fb/H9p2L4,,,,,,,,,,,,,,,,
I just watched Lulu cough up a spider,,,,,,,,,,,,,,,,
"At hospital verified w mid grade pneumonia, potential stroke... but Whitcomb called person asymptomatic ... since no elevated temp or cough. We are sooooo pissed. They are on lockdown, supposedly quarantine to rooms, staff highly monitored etc. Reported to health dept.",,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
"Well there’s a lot of people running these days, you don’t know if they’re sick or not. Especially if other runners aren’t wearing masks, what happens if they cough and you run into that air they just coughed into with no mask? Like why risk it? What’s wrong with bein precautious",,,,,,,,,,,,,,,,
". @SanJuanRegional's External Assessment continues Wed 4/29 & Fri. 5/1 10am-2pm for patients with cold & flu-like symptoms including fever, cough, body aches, sore throat & runny nose. More info & map: http://bit.ly/2PRUSib @SanJuanCountyNM @CityofFmtnNM @CityOfAztec #COVID19pic.twitter.com/a9Q0l0bV3F",,,,,,,,,,,,,,,,
LISTEN TO ME!! I sing that shit with my heart and soulllllhttps://twitter.com/Gardenofanime/status/1255152321308135424 …,,,,,,,,,,,,,,,,
WTF you got the whooping cough ?,,,,,,,,,,,,,,,,
CDC been doing a great job of informing the public on the details of this virus I hope they figure out a way to teach all these dickheads out here the difference between a fuckin sneeze and a cough soon I’m starting to get annoyed,,,,,,,,,,,,,,,,
"Perhaps, but at least people with no common manners wont spray nearby standers when they sneeze/cough in public areas. #SilverLining",,,,,,,,,,,,,,,,
Showoff https://twitter.com/jaayo_/status/1255043034980454400 …,,,,,,,,,,,,,,,,
Someone please cough on him. https://twitter.com/DrGJackBrown/status/1255244491793063944 …,,,,,,,,,,,,,,,,
"#COVID19 cases in Maldives, as of 28th April 2020. If you feel unwell with #COVID19 symptoms (fever, cough, breathing difficultly or sore throat) and need medical attention, call 1676 immediately to seek the assistance of #HPApic.twitter.com/K2fLIdOGnE",,,,,,,,,,,,,,,,
Fun is about to be leaked on the internet.https://twitter.com/themandalman/status/1255253457688199170 …,,,,,,,,,,,,,,,,
Init who even is this guy,,,,,,,,,,,,,,,,
You KNOW it! He wouldn't have been able to give those daily interviews. One thing about this virus...THE COUGH! Incessant cough that won't quit.,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
I wouldn’t call the federal response as wishing away. He has been decisive.,,,,,,,,,,,,,,,,
Somebody cough on this moron.,,,,,,,,,,,,,,,,
Buuut....u kno where I'm going with this right? *cough*,,,,,,,,,,,,,,,,
"Lol, reporter just fails at acting! Could see right through this clown show and for as pelosi, is she sucking back on old grad daddy’s cough medicine",,,,,,,,,,,,,,,,
"Lil bitch! I’m off that shit, I’ve been drinking cough syrup with no cough and shit.",,,,,,,,,,,,,,,,
"Ugh. My left lung hurts, having a lot of trouble breathing and that wicked cough. This is beyond typical allergy/tree season. I guess another 3+ day of fasting is needed. I've noticed that fasting (or eating keto) reduces inflammation dramatically. I was eating a lot of carbs :(",,,,,,,,,,,,,,,,
"THIS!!! THIS IS WHAT IM TALKING ABOUT!!! YOUR MASK NEEDS A FILTER, A CLOTH MASK DOES NOT WORK TO COVER A COUGH!!!! #coronavirus #maskhttps://twitter.com/password__live/status/1254888435871072260 …",,,,,,,,,,,,,,,,
"*sh covers her eyes again, not really knowing why she's crying* i'M sO SoRrY i'M cRyInG *she coughs*",,,,,,,,,,,,,,,,
Perhaps is breathed in some contagion as he walked around and will cough some out at the next WH briefing with Trump. Perhaps? https://twitter.com/nbcnews/status/1255219612473589761 …,,,,,,,,,,,,,,,,
With someone with Covid-19 go cough all over this looser please.,,,,,,,,,,,,,,,,
Well if he wants the “Queen’s English” (cough hack spit lol) then it translates literally as No I am are not or Yes I am are,,,,,,,,,,,,,,,,
He doesn’t bow to virtue signalers,,,,,,,,,,,,,,,,
How much for Tangy!?!? *coughs* asking for a friend...,,,,,,,,,,,,,,,,
So they discontinued menthol cigarettes cause of kids but act like buying cough drops with a pack ain't a thing? Least wit that shit I get more options LMAOOO,,,,,,,,,,,,,,,,
"It's pollen season. If I don't wear the mask I cough and am mistaken for someone sick. You live your life, I'll live mine",,,,,,,,,,,,,,,,
COUGH COUGH COUGH SNEEZES SPITS COUGH COUGH WIPES SNOT ON U,,,,,,,,,,,,,,,,
*cough* *cough Spec Ops: The Line *cough* *cough*,,,,,,,,,,,,,,,,
Roleplay plot: I have Corona and I cough in your butt We both die at the end,,,,,,,,,,,,,,,,
Sheldon Whitehouse,,,,,,,,,,,,,,,,
I just ate the strongest cough drop in my life,,,,,,,,,,,,,,,,
Wrong,,,,,,,,,,,,,,,,
Awesome!,,,,,,,,,,,,,,,,
"The sudden change makes her cough a little before she takes a swig of her wine, looking resolutely down at her steak. “It did not...make me uncomfortable. Rather just caught me off guard. A bit. A lot.” That counts as an answer, yes?",,,,,,,,,,,,,,,,
Am I not allowed to cough or sneeze now. Literally just got harassed for sneezing at work,,,,,,,,,,,,,,,,
The way we were clowning over a COUGH a few weeks ago when this mans girlfriend was cooking a whole ass CHILD,,,,,,,,,,,,,,,,
*cough cough,,,,,,,,,,,,,,,,
"Well you dont HAVE to kill them, you can cough them up later",,,,,,,,,,,,,,,,
"Most streets don't need this, most hours of the day. But some pinch points (Barrington & Inglis from what I've dealt with) have a mix of pedestrian traffic, vehicle traffic, narrower sidewalks and on-street parking that make them stressful to navigate.",,,,,,,,,,,,,,,,
"My old school, St.Mary's - we visited Scott's grave - buried not so awfully far from Walter Johnson in the Rockville Cemetery. Wow!",,,,,,,,,,,,,,,,
It wasn't me who did it .... *Cough Cough blame the duck (Dr Quack had a quack),,,,,,,,,,,,,,,,
He’s waiting for the press to leave.,,,,,,,,,,,,,,,,
There seems to be some evidence. I know face masks are used on patients who have COVID during transport. That would give some evidence it helps protect others along with other hygiene measures. Anyways I've seen video of how far cough can travel so I've been wearing a mask!,,,,,,,,,,,,,,,,
Cough COUGH pic.twitter.com/lZXuGaoGZP,,,,,,,,,,,,,,,,
Cough... bullshit.... cough,,,,,,,,,,,,,,,,
"As a means of showing solidarity with his position, all of his neighbors should cough on him.",,,,,,,,,,,,,,,,
*cough cough* in case y'all wanna check out my other designs :3c #AnimalCrossing #ACNH #NintendoSwitchpic.twitter.com/SIJ06zqiAa,,,,,,,,,,,,,,,,
I love [coughs blood] Juudai too,,,,,,,,,,,,,,,,
I’m usually in the back !! But the cough is usually bc they’re chiefing! But that ones hard Wondercon is pretty badass too :/,,,,,,,,,,,,,,,,
@HamillHimselfhttps://twitter.com/YAppelbaum/status/1255271707520180226 …,,,,,,,,,,,,,,,,
All I ask is that you don't make an exaggerated cough when I walk within 5 meters of you on a street with a cigarette in my hand. I need a cigarette just to deal with all the idiots I encounter on a daily basis,,,,,,,,,,,,,,,,
"Don’t Sneeze, Cough or Spit - the title of our latest - a Special Episode on #pandemics and the Spanish Flu in 1918 on the Windy City Historians Podcast. Learn how it compares to today!http://windycityhistorians.com/checkout-this-special-episode-all-about-chicago-and-its-epidemics-of-the-past-with-a-particular-focus-on-the-spanish-influenza-epidemic-of-1918-1919/ …",,,,,,,,,,,,,,,,
Then cough on them and shake hands while standing way to close FFS you lazy sod bugger off,,,,,,,,,,,,,,,,
Every time I have a small cough now... I am legit freaking out. I’m done with this whole thing.,,,,,,,,,,,,,,,,
"Thanks for to @POTUS @realDonaldTrump for, cough. ahem, mulling that over. Idiot in Chief https://twitter.com/fox4kc/status/1255271973040594944 …",,,,,,,,,,,,,,,,
Some of Grad is wonderful and some of the tracks aren't memorable in the slightest. *cough* Barry Bonds *cough*,,,,,,,,,,,,,,,,
She told a lot of racist jokes and fell into my cake. She smelled like cough syrup,,,,,,,,,,,,,,,,
::cough:: https://twitter.com/Barnes_Law/status/1255232425568993282 …,,,,,,,,,,,,,,,,
"Or the fact that hes the only QB last year who could manage to scramble for more than 7 yards, wasn't afraid to get out of the pocket, and didn't cough the ball when he got hit. I admire Noah and have nothing against him, I just think the talent, especially sigh Smoothers, is F",,,,,,,,,,,,,,,,
*coughs* @AOC please,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
Or an action man who’s mouth you can cough in to.,,,,,,,,,,,,,,,,
Have I missed something still in “full” lock down (cough) yet every non-essential shop/service seems to be “re-opening”. Will our government ever grow a back bone!,,,,,,,,,,,,,,,,
How a Cough Spreads Throughout an Airplane. Yikes. @MelissaLeeCNBCpic.twitter.com/JdDKPd8J14,,,,,,,,,,,,,,,,
cough pic.twitter.com/BSAFGkYXUI,,,,,,,,,,,,,,,,
"Yeah, I posted similar: the clinic is lucky they didn't post ""Please do not cough on the patients."" signs.",,,,,,,,,,,,,,,,
"Pre-Vaccination story: The early 60s, 6 of 7 kids under age 9 got measles, mumps & whooping cough (or 2 of 3) at once. My sis was a few months old. Mom put her in a basket on the windowsill to stay safe. Dad got mumps, off work 2 weeks. Lucky they survived.",,,,,,,,,,,,,,,,
*cough* http://twittervideodownloader.com *cough*,,,,,,,,,,,,,,,,
Neither of them are contagious. I can't get lung cancer or any other kind of cancer 2 weeks after you cough on me. I can't catch heart disease by standing next to someone having a heart attack. Please try be smarter than a box of rocks.,,,,,,,,,,,,,,,,
"Except Hag Clinton. She, supporter of women *cough*, is not asking him to step down.",,,,,,,,,,,,,,,,
"My daughter had it. She works in NY. She had fever, cough, tightness in chest. When she finally got meds she recovered quickly. But she was sick for 10 days before she got meds.",,,,,,,,,,,,,,,,
siwezi type afadhali nikunywe île cough syrup,,,,,,,,,,,,,,,,
"""Look... you don't need to be sorry. We can just--"" Chuuya coughs a bit and gets down from the table, reaching for Dazai. ""We can just take it slower, it's not like--"" ""No, Chuuya this is /not/ happening."" Chuuya's heart now falls from his throat deep down his stomach, and it -",,,,,,,,,,,,,,,,
"Flu vs Covid Both cause fever, cough, body aches and fatigue; sometimes vomiting and diarrhea. Can be mild or severe, even fatal in rare cases. Can result in pneumonia.",,,,,,,,,,,,,,,,
"actually maybe yes,,, i’ve been thinking about it and i like them and i will get it at some point but there’s other stuff i need to keep my money for *cough* ateez cb whenever that is *cough* https://twitter.com/bffwnho/status/1255156068151410690 …",,,,,,,,,,,,,,,,
Teacher Who Said She'd Bribe Infected People to Cough on Trump Has Resigned | Dan Bongino https://bongino.com/teacher-who-said-shed-bribe-infected-people-to-cough-on-trump-has-resigned/ …,,,,,,,,,,,,,,,,
When yuh home suh yuh can cough and sneeze as much as you like,,,,,,,,,,,,,,,,
"no offence but making students prepare for tutorials & complete an activity beforehand, that isn't even in the outline while we have x2 assessments to complete for that subject is downright cruel, we don't operate in a vacuum we also have other subjects & more work cough #mark221",,,,,,,,,,,,,,,,
*cough*kurotsuki*cough*misawa*cough*aokaga https://uquiz.com/quiz/R9ao4q?p=352512 …,,,,,,,,,,,,,,,,
"No one is going to forget what she originally said, though. Whatever shred of credibility she had (cough cough) is already down the proverbial toilet with a single flush....",,,,,,,,,,,,,,,,
cough snort cough what datamine snort hiccup wheeze,,,,,,,,,,,,,,,,
Cough cough..... https://thepiratebay.org/description.php?id=27260327 …,,,,,,,,,,,,,,,,
Just don't cough on the rest of us sweetie!,,,,,,,,,,,,,,,,
What happens if your butt starts to cough?,,,,,,,,,,,,,,,,
the fact that sia and ariana wrote quit together still amazes me..... the two most powerful women of all time reunite forces to teach all this one hit wonder girls *cough dua lipa* how to do it :),,,,,,,,,,,,,,,,
"You should go 6 feet close, cough and be like oh that's where my dollar went",,,,,,,,,,,,,,,,
"Getting tested today. Only have a small cough, but don’t want to risk it when all the clients we work with are 70+",,,,,,,,,,,,,,,,
Chronic Cough Overview https://bit.ly/3bOaP1Z,,,,,,,,,,,,,,,,
"“i want to talk about important things, like POLITICS, or FINANCE, or *mumbles, coughs* gaming *cough*”",,,,,,,,,,,,,,,,
Chronic Cough Overview https://healthybuilds.com/chronic-cough-overview/ …,,,,,,,,,,,,,,,,
Chronic Cough Overview https://healthybuilds.com/chronic-cough-overview/ …,,,,,,,,,,,,,,,,
Chronic Cough Overview https://healthybuilds.com/chronic-cough-overview/ …,,,,,,,,,,,,,,,,
And I suppose you'll teach me then? Stand-up comedy at its finest. [Cough],,,,,,,,,,,,,,,,
"Paramedic, 24, who had coronavirus without cough or fever shares symptom diary https://www.mirror.co.uk/news/uk-news/paramedic-24-who-coronavirus-without-21942044 …pic.twitter.com/SIhojXCHWM",,,,,,,,,,,,,,,,
I'm disappointed it's not on a hot key. Like the cough,,,,,,,,,,,,,,,,
*cough* pic.twitter.com/3JmBdj7ZPd,,,,,,,,,,,,,,,,
The asterisk to fix all the spelling mistakes people make on twitter *cough* (quarantine*) *cough*,,,,,,,,,,,,,,,,
*cough cough* https://twitter.com/jodecijigga/status/1255273805062254592 …,,,,,,,,,,,,,,,,
Cough https://twitter.com/mahalahj/status/1255273959433658368 …,,,,,,,,,,,,,,,,
Tired. Probably stress related. I'm never home for such a long period of time. I had very mild symptoms. Just a little cough and low O2. Created not enough antibodies. Waiting till results from Thursday. Thanks for asking. Stay Healthy,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
Did anyone cough in him? Asking for a friend.,,,,,,,,,,,,,,,,
"They need to make it where if u name a goat jeb like with a sheep, the goat turns into jeb himself cuz G.O.A.T",,,,,,,,,,,,,,,,
"Several coughs later, there was pure silence. Mainly because Cody had passed out, but thankfully he was still holding on to the bike. And even better, he would never remember this day. Or maybe he will and never be able to live it down, who knows? https://twitter.com/metallicrescue/status/1255272367514882050 …",,,,,,,,,,,,,,,,
"90 minutes until tonight's Trivia FB Live and Periscope kicks off! Brand new questions, prizes on the line, and some fun to be had! Live starts at 6:40 here and Facebook Trivia kicks off at 7pm! Hopefully I don't cough my way through it, but here we go! pic.twitter.com/PMHyLPVG6n",,,,,,,,,,,,,,,,
"You are a member of a (cough) ""govt"" that relies on #racist dogwhistling to get low information voters to vote against their own $interests. Fuck off lying, degenerate #TrumpTrash scum #auspol #racismhttps://twitter.com/AlanTudgeMP/status/1254942629344579584 …",,,,,,,,,,,,,,,,
(TLOU 2 SPOILERS) Not have the main character die *COUGH COUGH* NAUGHTY DOG *COUGH COUGH*,,,,,,,,,,,,,,,,
It’s a horrible time for us allergy sufferers during this virus shit One sneeze/cough and niggas looking at you sideways! It’s just my allergies!!,,,,,,,,,,,,,,,,
